target_gene,peak,spearman_r,TF
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,ONECUT1
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,TLL1
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,RUNX2
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,ERG
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,FLI1
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,LEF1
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,RFX4
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,SOX6
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,GLI3
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,GLIS3
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,TBX18
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,PRRX1
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,RIT2
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,TAC1
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,NFIA
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,PRDM16
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,ZNF98
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,ZNF208
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,HIF3A
SLC7A14-AS1,chr3:170418278-170422251,0.2225033168860878,EYA1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,MECOM
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,IKZF1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,EBF1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,RUNX1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,ZIC1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,ZFHX3
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,ONECUT1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,TLL1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,RUNX2
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,ERG
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,FLI1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,LEF1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,RFX4
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,SOX6
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,GLI3
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,GLIS3
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,TBX18
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,RIT2
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,TAC1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,NFIA
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,PRRX1
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,PRDM16
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,ZNF98
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,ZNF208
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,HIF3A
SLC7A14-AS1,chr3:170640613-170642062,0.10197353238962148,EYA1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,MECOM
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,IKZF1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,EBF1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,RUNX1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,ZIC1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,ZFHX3
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,ONECUT1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,TLL1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,RUNX2
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,ERG
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,FLI1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,LEF1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,RFX4
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,SOX6
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,GLI3
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,GLIS3
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,TBX18
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,PRRX1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,RIT2
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,TAC1
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,NFIA
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,PRDM16
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,ZNF98
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,ZNF208
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,HIF3A
SLC7A14-AS1,chr3:170485309-170486556,0.11852104181380262,EYA1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,MECOM
AC068308.1,chr3:181483910-181484341,0.11705176264608981,IKZF1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,EBF1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,ZFHX3
AC068308.1,chr3:181483910-181484341,0.11705176264608981,ONECUT1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,TLL1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,RUNX1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,ERG
AC068308.1,chr3:181483910-181484341,0.11705176264608981,FLI1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,LEF1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,SOX6
AC068308.1,chr3:181483910-181484341,0.11705176264608981,GLI3
AC068308.1,chr3:181483910-181484341,0.11705176264608981,RUNX2
AC068308.1,chr3:181483910-181484341,0.11705176264608981,GLIS3
AC068308.1,chr3:181483910-181484341,0.11705176264608981,TBX18
AC068308.1,chr3:181483910-181484341,0.11705176264608981,PRRX1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,RIT2
AC068308.1,chr3:181483910-181484341,0.11705176264608981,TAC1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,RFX4
AC068308.1,chr3:181483910-181484341,0.11705176264608981,ZIC1
AC068308.1,chr3:181483910-181484341,0.11705176264608981,NFIA
AC068308.1,chr3:181483910-181484341,0.11705176264608981,PRDM16
AC068308.1,chr3:181483910-181484341,0.11705176264608981,ZNF98
AC068308.1,chr3:181483910-181484341,0.11705176264608981,ZNF208
AC068308.1,chr3:181483910-181484341,0.11705176264608981,EYA1
AC079772.1,chr4:33437466-33437708,0.4203148496833315,MECOM
AC079772.1,chr4:33437466-33437708,0.4203148496833315,IKZF1
AC079772.1,chr4:33437466-33437708,0.4203148496833315,EBF1
AC079772.1,chr4:33437466-33437708,0.4203148496833315,ZIC1
AC079772.1,chr4:33437466-33437708,0.4203148496833315,ZFHX3
AC079772.1,chr4:33437466-33437708,0.4203148496833315,ONECUT1
AC079772.1,chr4:33437466-33437708,0.4203148496833315,TLL1
AC079772.1,chr4:33437466-33437708,0.4203148496833315,RFX4
AC079772.1,chr4:33437466-33437708,0.4203148496833315,TBX18
AC079772.1,chr4:33437466-33437708,0.4203148496833315,RUNX1
AC079772.1,chr4:33437466-33437708,0.4203148496833315,RUNX2
AC079772.1,chr4:33437466-33437708,0.4203148496833315,LEF1
AC079772.1,chr4:33437466-33437708,0.4203148496833315,PRRX1
AC079772.1,chr4:33437466-33437708,0.4203148496833315,NFIA
AC079772.1,chr4:33437466-33437708,0.4203148496833315,PRDM16
AC079772.1,chr4:33437466-33437708,0.4203148496833315,ZNF98
AC079772.1,chr4:33437466-33437708,0.4203148496833315,ZNF208
AC079772.1,chr4:33437466-33437708,0.4203148496833315,SOX6
AC079772.1,chr4:33437466-33437708,0.4203148496833315,GLIS3
AC079772.1,chr4:33437466-33437708,0.4203148496833315,FLI1
AC079772.1,chr4:33437466-33437708,0.4203148496833315,ERG
IGFBP7,chr4:56953766-56954349,0.20724566641567474,MECOM
IGFBP7,chr4:56953766-56954349,0.20724566641567474,IKZF1
IGFBP7,chr4:56953766-56954349,0.20724566641567474,EBF1
IGFBP7,chr4:56953766-56954349,0.20724566641567474,RUNX1
IGFBP7,chr4:56953766-56954349,0.20724566641567474,ZIC1
IGFBP7,chr4:56953766-56954349,0.20724566641567474,ZFHX3
IGFBP7,chr4:56953766-56954349,0.20724566641567474,ONECUT1
IGFBP7,chr4:56953766-56954349,0.20724566641567474,TLL1
IGFBP7,chr4:56953766-56954349,0.20724566641567474,RUNX2
IGFBP7,chr4:56953766-56954349,0.20724566641567474,ERG
IGFBP7,chr4:56953766-56954349,0.20724566641567474,FLI1
IGFBP7,chr4:56953766-56954349,0.20724566641567474,LEF1
IGFBP7,chr4:56953766-56954349,0.20724566641567474,RFX4
IGFBP7,chr4:56953766-56954349,0.20724566641567474,SOX6
IGFBP7,chr4:56953766-56954349,0.20724566641567474,GLI3
IGFBP7,chr4:56953766-56954349,0.20724566641567474,GLIS3
IGFBP7,chr4:56953766-56954349,0.20724566641567474,TBX18
IGFBP7,chr4:56953766-56954349,0.20724566641567474,PRRX1
IGFBP7,chr4:56953766-56954349,0.20724566641567474,RIT2
IGFBP7,chr4:56953766-56954349,0.20724566641567474,TAC1
IGFBP7,chr4:56953766-56954349,0.20724566641567474,NFIA
IGFBP7,chr4:56953766-56954349,0.20724566641567474,PRDM16
IGFBP7,chr4:56953766-56954349,0.20724566641567474,ZNF98
IGFBP7,chr4:56953766-56954349,0.20724566641567474,ZNF208
IGFBP7,chr4:56953766-56954349,0.20724566641567474,HIF3A
IGFBP7,chr4:56953766-56954349,0.20724566641567474,EYA1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,MECOM
IGFBP7,chr4:57147457-57147866,0.10210431743322164,IKZF1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,EBF1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,RUNX1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,ZIC1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,ZFHX3
IGFBP7,chr4:57147457-57147866,0.10210431743322164,ONECUT1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,TLL1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,RUNX2
IGFBP7,chr4:57147457-57147866,0.10210431743322164,ERG
IGFBP7,chr4:57147457-57147866,0.10210431743322164,FLI1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,RFX4
IGFBP7,chr4:57147457-57147866,0.10210431743322164,LEF1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,SOX6
IGFBP7,chr4:57147457-57147866,0.10210431743322164,GLI3
IGFBP7,chr4:57147457-57147866,0.10210431743322164,GLIS3
IGFBP7,chr4:57147457-57147866,0.10210431743322164,PRRX1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,RIT2
IGFBP7,chr4:57147457-57147866,0.10210431743322164,TAC1
IGFBP7,chr4:57147457-57147866,0.10210431743322164,NFIA
IGFBP7,chr4:57147457-57147866,0.10210431743322164,ZNF98
IGFBP7,chr4:57147457-57147866,0.10210431743322164,ZNF208
IGFBP7,chr4:57147457-57147866,0.10210431743322164,HIF3A
IGFBP7,chr4:57147457-57147866,0.10210431743322164,PRDM16
IGFBP7,chr4:57147457-57147866,0.10210431743322164,EYA1
SPP1,chr4:87855609-87855983,-0.26507480701904407,MECOM
SPP1,chr4:87855609-87855983,-0.26507480701904407,IKZF1
SPP1,chr4:87855609-87855983,-0.26507480701904407,EBF1
SPP1,chr4:87855609-87855983,-0.26507480701904407,RUNX1
SPP1,chr4:87855609-87855983,-0.26507480701904407,ZIC1
SPP1,chr4:87855609-87855983,-0.26507480701904407,ZFHX3
SPP1,chr4:87855609-87855983,-0.26507480701904407,ONECUT1
SPP1,chr4:87855609-87855983,-0.26507480701904407,TLL1
SPP1,chr4:87855609-87855983,-0.26507480701904407,RUNX2
SPP1,chr4:87855609-87855983,-0.26507480701904407,ERG
SPP1,chr4:87855609-87855983,-0.26507480701904407,FLI1
SPP1,chr4:87855609-87855983,-0.26507480701904407,RFX4
SPP1,chr4:87855609-87855983,-0.26507480701904407,LEF1
SPP1,chr4:87855609-87855983,-0.26507480701904407,SOX6
SPP1,chr4:87855609-87855983,-0.26507480701904407,GLI3
SPP1,chr4:87855609-87855983,-0.26507480701904407,GLIS3
SPP1,chr4:87855609-87855983,-0.26507480701904407,TBX18
SPP1,chr4:87855609-87855983,-0.26507480701904407,RIT2
SPP1,chr4:87855609-87855983,-0.26507480701904407,PRDM16
SPP1,chr4:87855609-87855983,-0.26507480701904407,ZNF98
SPP1,chr4:87855609-87855983,-0.26507480701904407,ZNF208
SPP1,chr4:87855609-87855983,-0.26507480701904407,NFIA
LINC02267,chr4:96543209-96543665,-0.40824829046386296,MECOM
LINC02267,chr4:96543209-96543665,-0.40824829046386296,IKZF1
LINC02267,chr4:96543209-96543665,-0.40824829046386296,RUNX1
LINC02267,chr4:96543209-96543665,-0.40824829046386296,ZIC1
LINC02267,chr4:96543209-96543665,-0.40824829046386296,ZFHX3
LINC02267,chr4:96543209-96543665,-0.40824829046386296,ONECUT1
LINC02267,chr4:96543209-96543665,-0.40824829046386296,TLL1
LINC02267,chr4:96543209-96543665,-0.40824829046386296,RUNX2
LINC02267,chr4:96543209-96543665,-0.40824829046386296,ERG
LINC02267,chr4:96543209-96543665,-0.40824829046386296,FLI1
LINC02267,chr4:96543209-96543665,-0.40824829046386296,LEF1
LINC02267,chr4:96543209-96543665,-0.40824829046386296,EBF1
LINC02267,chr4:96543209-96543665,-0.40824829046386296,SOX6
LINC02267,chr4:96543209-96543665,-0.40824829046386296,GLI3
LINC02267,chr4:96543209-96543665,-0.40824829046386296,TBX18
LINC02267,chr4:96543209-96543665,-0.40824829046386296,PRRX1
LINC02267,chr4:96543209-96543665,-0.40824829046386296,RIT2
LINC02267,chr4:96543209-96543665,-0.40824829046386296,TAC1
LINC02267,chr4:96543209-96543665,-0.40824829046386296,RFX4
LINC02267,chr4:96543209-96543665,-0.40824829046386296,PRDM16
LINC02267,chr4:96543209-96543665,-0.40824829046386296,ZNF98
LINC02267,chr4:96543209-96543665,-0.40824829046386296,ZNF208
LINC02267,chr4:96543209-96543665,-0.40824829046386296,HIF3A
LINC02267,chr4:96543209-96543665,-0.40824829046386296,GLIS3
LINC02267,chr4:96543209-96543665,-0.40824829046386296,NFIA
LINC02267,chr4:96543209-96543665,-0.40824829046386296,EYA1
LINC02267,chr4:96131213-96131542,0.3952847075210474,MECOM
LINC02267,chr4:96131213-96131542,0.3952847075210474,IKZF1
LINC02267,chr4:96131213-96131542,0.3952847075210474,EBF1
LINC02267,chr4:96131213-96131542,0.3952847075210474,RUNX1
LINC02267,chr4:96131213-96131542,0.3952847075210474,ONECUT1
LINC02267,chr4:96131213-96131542,0.3952847075210474,TLL1
LINC02267,chr4:96131213-96131542,0.3952847075210474,RUNX2
LINC02267,chr4:96131213-96131542,0.3952847075210474,ERG
LINC02267,chr4:96131213-96131542,0.3952847075210474,FLI1
LINC02267,chr4:96131213-96131542,0.3952847075210474,LEF1
LINC02267,chr4:96131213-96131542,0.3952847075210474,RFX4
LINC02267,chr4:96131213-96131542,0.3952847075210474,SOX6
LINC02267,chr4:96131213-96131542,0.3952847075210474,TBX18
LINC02267,chr4:96131213-96131542,0.3952847075210474,RIT2
LINC02267,chr4:96131213-96131542,0.3952847075210474,TAC1
LINC02267,chr4:96131213-96131542,0.3952847075210474,ZIC1
LINC02267,chr4:96131213-96131542,0.3952847075210474,PRRX1
LINC02267,chr4:96131213-96131542,0.3952847075210474,ZNF98
LINC02267,chr4:96131213-96131542,0.3952847075210474,ZNF208
LINC02267,chr4:96131213-96131542,0.3952847075210474,HIF3A
LINC02267,chr4:96131213-96131542,0.3952847075210474,GLIS3
LINC02267,chr4:96131213-96131542,0.3952847075210474,NFIA
LINC02267,chr4:96131213-96131542,0.3952847075210474,GLI3
LINC02267,chr4:96131213-96131542,0.3952847075210474,PRDM16
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,MECOM
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,IKZF1
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,EBF1
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,RUNX1
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,ZIC1
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,ZFHX3
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,ONECUT1
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,TLL1
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,RUNX2
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,ERG
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,FLI1
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,SOX6
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,GLI3
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,GLIS3
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,TBX18
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,RIT2
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,LEF1
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,TAC1
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,RFX4
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,PRRX1
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,PRDM16
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,ZNF98
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,ZNF208
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,HIF3A
AC079380.1,chr4:134201388-134201982,-0.8944271909999161,NFIA
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,MECOM
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,IKZF1
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,EBF1
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,ZFHX3
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,ONECUT1
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,TLL1
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,ERG
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,FLI1
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,LEF1
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,SOX6
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,RIT2
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,TAC1
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,RFX4
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,ZIC1
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,PRRX1
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,ZNF98
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,ZNF208
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,HIF3A
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,NFIA
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,PRDM16
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,RUNX2
SLC7A11,chr4:138445144-138445527,-0.10963646184798075,EYA1
AC080079.2,chr4:165580165-165580965,0.6,MECOM
AC080079.2,chr4:165580165-165580965,0.6,IKZF1
AC080079.2,chr4:165580165-165580965,0.6,EBF1
AC080079.2,chr4:165580165-165580965,0.6,RUNX1
AC080079.2,chr4:165580165-165580965,0.6,ZIC1
AC080079.2,chr4:165580165-165580965,0.6,ZFHX3
AC080079.2,chr4:165580165-165580965,0.6,ONECUT1
AC080079.2,chr4:165580165-165580965,0.6,TLL1
AC080079.2,chr4:165580165-165580965,0.6,RUNX2
AC080079.2,chr4:165580165-165580965,0.6,ERG
AC080079.2,chr4:165580165-165580965,0.6,FLI1
AC080079.2,chr4:165580165-165580965,0.6,LEF1
AC080079.2,chr4:165580165-165580965,0.6,RFX4
AC080079.2,chr4:165580165-165580965,0.6,SOX6
AC080079.2,chr4:165580165-165580965,0.6,GLI3
AC080079.2,chr4:165580165-165580965,0.6,TBX18
AC080079.2,chr4:165580165-165580965,0.6,PRRX1
AC080079.2,chr4:165580165-165580965,0.6,RIT2
AC080079.2,chr4:165580165-165580965,0.6,TAC1
AC080079.2,chr4:165580165-165580965,0.6,GLIS3
AC080079.2,chr4:165580165-165580965,0.6,NFIA
AC080079.2,chr4:165580165-165580965,0.6,PRDM16
AC080079.2,chr4:165580165-165580965,0.6,ZNF98
AC080079.2,chr4:165580165-165580965,0.6,ZNF208
AC080079.2,chr4:165580165-165580965,0.6,HIF3A
AC080079.2,chr4:165580165-165580965,0.6,EYA1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,MECOM
SEMA5A,chr5:9519473-9519851,0.11909578267421021,IKZF1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,EBF1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,RUNX1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,ZIC1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,ONECUT1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,TLL1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,RUNX2
SEMA5A,chr5:9519473-9519851,0.11909578267421021,ERG
SEMA5A,chr5:9519473-9519851,0.11909578267421021,FLI1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,LEF1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,GLI3
SEMA5A,chr5:9519473-9519851,0.11909578267421021,TBX18
SEMA5A,chr5:9519473-9519851,0.11909578267421021,PRRX1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,RIT2
SEMA5A,chr5:9519473-9519851,0.11909578267421021,TAC1
SEMA5A,chr5:9519473-9519851,0.11909578267421021,RFX4
SEMA5A,chr5:9519473-9519851,0.11909578267421021,SOX6
SEMA5A,chr5:9519473-9519851,0.11909578267421021,NFIA
SEMA5A,chr5:9519473-9519851,0.11909578267421021,PRDM16
SEMA5A,chr5:9519473-9519851,0.11909578267421021,ZNF98
SEMA5A,chr5:9519473-9519851,0.11909578267421021,ZNF208
SEMA5A,chr5:9519473-9519851,0.11909578267421021,GLIS3
SEMA5A,chr5:9519473-9519851,0.11909578267421021,EYA1
C5orf17,chr5:24177826-24178187,0.1706016336912714,MECOM
C5orf17,chr5:24177826-24178187,0.1706016336912714,IKZF1
C5orf17,chr5:24177826-24178187,0.1706016336912714,EBF1
C5orf17,chr5:24177826-24178187,0.1706016336912714,ONECUT1
C5orf17,chr5:24177826-24178187,0.1706016336912714,TLL1
C5orf17,chr5:24177826-24178187,0.1706016336912714,ERG
C5orf17,chr5:24177826-24178187,0.1706016336912714,FLI1
C5orf17,chr5:24177826-24178187,0.1706016336912714,LEF1
C5orf17,chr5:24177826-24178187,0.1706016336912714,RFX4
C5orf17,chr5:24177826-24178187,0.1706016336912714,RUNX1
C5orf17,chr5:24177826-24178187,0.1706016336912714,RUNX2
C5orf17,chr5:24177826-24178187,0.1706016336912714,SOX6
C5orf17,chr5:24177826-24178187,0.1706016336912714,TBX18
C5orf17,chr5:24177826-24178187,0.1706016336912714,GLI3
C5orf17,chr5:24177826-24178187,0.1706016336912714,RIT2
C5orf17,chr5:24177826-24178187,0.1706016336912714,TAC1
C5orf17,chr5:24177826-24178187,0.1706016336912714,ZIC1
C5orf17,chr5:24177826-24178187,0.1706016336912714,GLIS3
C5orf17,chr5:24177826-24178187,0.1706016336912714,NFIA
C5orf17,chr5:24177826-24178187,0.1706016336912714,PRDM16
C5orf17,chr5:24177826-24178187,0.1706016336912714,ZNF98
C5orf17,chr5:24177826-24178187,0.1706016336912714,ZNF208
C5orf17,chr5:24177826-24178187,0.1706016336912714,PRRX1
C5orf17,chr5:24177826-24178187,0.1706016336912714,HIF3A
AC114930.1,chr5:24177826-24178187,0.1690482712516521,MECOM
AC114930.1,chr5:24177826-24178187,0.1690482712516521,IKZF1
AC114930.1,chr5:24177826-24178187,0.1690482712516521,EBF1
AC114930.1,chr5:24177826-24178187,0.1690482712516521,ONECUT1
AC114930.1,chr5:24177826-24178187,0.1690482712516521,TLL1
AC114930.1,chr5:24177826-24178187,0.1690482712516521,ERG
AC114930.1,chr5:24177826-24178187,0.1690482712516521,FLI1
AC114930.1,chr5:24177826-24178187,0.1690482712516521,LEF1
AC114930.1,chr5:24177826-24178187,0.1690482712516521,RFX4
AC114930.1,chr5:24177826-24178187,0.1690482712516521,RUNX1
AC114930.1,chr5:24177826-24178187,0.1690482712516521,RUNX2
AC114930.1,chr5:24177826-24178187,0.1690482712516521,SOX6
AC114930.1,chr5:24177826-24178187,0.1690482712516521,TBX18
AC114930.1,chr5:24177826-24178187,0.1690482712516521,GLI3
AC114930.1,chr5:24177826-24178187,0.1690482712516521,RIT2
AC114930.1,chr5:24177826-24178187,0.1690482712516521,TAC1
AC114930.1,chr5:24177826-24178187,0.1690482712516521,ZIC1
AC114930.1,chr5:24177826-24178187,0.1690482712516521,GLIS3
AC114930.1,chr5:24177826-24178187,0.1690482712516521,NFIA
AC114930.1,chr5:24177826-24178187,0.1690482712516521,PRDM16
AC114930.1,chr5:24177826-24178187,0.1690482712516521,ZNF98
AC114930.1,chr5:24177826-24178187,0.1690482712516521,ZNF208
AC114930.1,chr5:24177826-24178187,0.1690482712516521,PRRX1
AC114930.1,chr5:24177826-24178187,0.1690482712516521,HIF3A
SLC1A3,chr5:36724880-36725320,0.27714959060896605,MECOM
SLC1A3,chr5:36724880-36725320,0.27714959060896605,IKZF1
SLC1A3,chr5:36724880-36725320,0.27714959060896605,RUNX1
SLC1A3,chr5:36724880-36725320,0.27714959060896605,ZIC1
SLC1A3,chr5:36724880-36725320,0.27714959060896605,ZFHX3
SLC1A3,chr5:36724880-36725320,0.27714959060896605,TLL1
SLC1A3,chr5:36724880-36725320,0.27714959060896605,RUNX2
SLC1A3,chr5:36724880-36725320,0.27714959060896605,ERG
SLC1A3,chr5:36724880-36725320,0.27714959060896605,FLI1
SLC1A3,chr5:36724880-36725320,0.27714959060896605,LEF1
SLC1A3,chr5:36724880-36725320,0.27714959060896605,RFX4
SLC1A3,chr5:36724880-36725320,0.27714959060896605,GLI3
SLC1A3,chr5:36724880-36725320,0.27714959060896605,GLIS3
SLC1A3,chr5:36724880-36725320,0.27714959060896605,TBX18
SLC1A3,chr5:36724880-36725320,0.27714959060896605,RIT2
SLC1A3,chr5:36724880-36725320,0.27714959060896605,EBF1
SLC1A3,chr5:36724880-36725320,0.27714959060896605,TAC1
SLC1A3,chr5:36724880-36725320,0.27714959060896605,ONECUT1
SLC1A3,chr5:36724880-36725320,0.27714959060896605,NFIA
SLC1A3,chr5:36724880-36725320,0.27714959060896605,PRRX1
SLC1A3,chr5:36724880-36725320,0.27714959060896605,ZNF98
SLC1A3,chr5:36724880-36725320,0.27714959060896605,ZNF208
SLC1A3,chr5:36724880-36725320,0.27714959060896605,SOX6
SLC1A3,chr5:36724880-36725320,0.27714959060896605,PRDM16
GDNF-AS1,chr5:37810254-37810614,0.15095603262263566,MECOM
GDNF-AS1,chr5:37810254-37810614,0.15095603262263566,IKZF1
GDNF-AS1,chr5:37810254-37810614,0.15095603262263566,ONECUT1
