motif_id,peak
M03794,chr15:33551837-33552812
M03829,chr15:33551837-33552812
M03857,chr15:33551837-33552812
M03888,chr15:33551837-33552812
M03930,chr15:33551837-33552812
M03955,chr15:33551837-33552812
M03964,chr15:33551837-33552812
M03975,chr15:33551837-33552812
M03976,chr15:33551837-33552812
M03988,chr15:33551837-33552812
M03989,chr15:33551837-33552812
M04003,chr15:33551837-33552812
M04056,chr15:33551837-33552812
M04099,chr15:33551837-33552812
M04100,chr15:33551837-33552812
M04107,chr15:33551837-33552812
M04108,chr15:33551837-33552812
M04431,chr15:33551837-33552812
M04630,chr15:33551837-33552812
M04633,chr15:33551837-33552812
M04729,chr15:33551837-33552812
M04924,chr15:33551837-33552812
M05489,chr15:33551837-33552812
M05603,chr15:33551837-33552812
M05713,chr15:33551837-33552812
M05714,chr15:33551837-33552812
M05946,chr15:33551837-33552812
M06019,chr15:33551837-33552812
M06021,chr15:33551837-33552812
M06042,chr15:33551837-33552812
M06043,chr15:33551837-33552812
M06044,chr15:33551837-33552812
M06048,chr15:33551837-33552812
M06049,chr15:33551837-33552812
M06051,chr15:33551837-33552812
M06084,chr15:33551837-33552812
M06950,chr15:33551837-33552812
M07046,chr15:33551837-33552812
M07088,chr15:33551837-33552812
M07089,chr15:33551837-33552812
M07124,chr15:33551837-33552812
M07128,chr15:33551837-33552812
M07207,chr15:33551837-33552812
M07242,chr15:33551837-33552812
M07260,chr15:33551837-33552812
M07276,chr15:33551837-33552812
M07284,chr15:33551837-33552812
M07292,chr15:33551837-33552812
M07305,chr15:33551837-33552812
M07344,chr15:33551837-33552812
M07345,chr15:33551837-33552812
M07351,chr15:33551837-33552812
M07382,chr15:33551837-33552812
M07411,chr15:33551837-33552812
M07433,chr15:33551837-33552812
M07604,chr15:33551837-33552812
M07605,chr15:33551837-33552812
M07968,chr15:33551837-33552812
M07969,chr15:33551837-33552812
M08008,chr15:33551837-33552812
M08281,chr15:33551837-33552812
M08282,chr15:33551837-33552812
M08283,chr15:33551837-33552812
M08284,chr15:33551837-33552812
M08285,chr15:33551837-33552812
M08289,chr15:33551837-33552812
M08468,chr15:33551837-33552812
M08469,chr15:33551837-33552812
M08470,chr15:33551837-33552812
M08471,chr15:33551837-33552812
M08481,chr15:33551837-33552812
M08487,chr15:33551837-33552812
M08510,chr15:33551837-33552812
M08574,chr15:33551837-33552812
M08656,chr15:33551837-33552812
M08741,chr15:33551837-33552812
M08785,chr15:33551837-33552812
M08792,chr15:33551837-33552812
M08793,chr15:33551837-33552812
M08835,chr15:33551837-33552812
M08865,chr15:33551837-33552812
M08866,chr15:33551837-33552812
M08880,chr15:33551837-33552812
M08881,chr15:33551837-33552812
M08899,chr15:33551837-33552812
M08902,chr15:33551837-33552812
M08913,chr15:33551837-33552812
M08948,chr15:33551837-33552812
M08975,chr15:33551837-33552812
M09275,chr15:33551837-33552812
M09598,chr15:33551837-33552812
M09608,chr15:33551837-33552812
M09613,chr15:33551837-33552812
M09653,chr15:33551837-33552812
M09679,chr15:33551837-33552812
M09685,chr15:33551837-33552812
M09885,chr15:33551837-33552812
M09907,chr15:33551837-33552812
M09920,chr15:33551837-33552812
M09975,chr15:33551837-33552812
M10052,chr15:33551837-33552812
M10053,chr15:33551837-33552812
M10091,chr15:33551837-33552812
M10198,chr15:33551837-33552812
M10222,chr15:33551837-33552812
M10234,chr15:33551837-33552812
M10281,chr15:33551837-33552812
M10348,chr15:33551837-33552812
M10360,chr15:33551837-33552812
M00078,chr15:61712174-61712635
M00079,chr15:61712174-61712635
M00080,chr15:61712174-61712635
M00081,chr15:61712174-61712635
M00082,chr15:61712174-61712635
M00086,chr15:61712174-61712635
M00087,chr15:61712174-61712635
M00088,chr15:61712174-61712635
M00141,chr15:61712174-61712635
M00261,chr15:61712174-61712635
M00271,chr15:61712174-61712635
M00448,chr15:61712174-61712635
M00616,chr15:61712174-61712635
M00679,chr15:61712174-61712635
M00731,chr15:61712174-61712635
M00751,chr15:61712174-61712635
M00769,chr15:61712174-61712635
M00771,chr15:61712174-61712635
M00805,chr15:61712174-61712635
M00971,chr15:61712174-61712635
M00977,chr15:61712174-61712635
M00978,chr15:61712174-61712635
M00984,chr15:61712174-61712635
M01014,chr15:61712174-61712635
M01022,chr15:61712174-61712635
M01037,chr15:61712174-61712635
M01080,chr15:61712174-61712635
M01169,chr15:61712174-61712635
M01208,chr15:61712174-61712635
M01348,chr15:61712174-61712635
M01596,chr15:61712174-61712635
M01657,chr15:61712174-61712635
M01658,chr15:61712174-61712635
M01704,chr15:61712174-61712635
M01809,chr15:61712174-61712635
M01856,chr15:61712174-61712635
M01871,chr15:61712174-61712635
M01892,chr15:61712174-61712635
M02002,chr15:61712174-61712635
M02019,chr15:61712174-61712635
M02084,chr15:61712174-61712635
M02267,chr15:61712174-61712635
M02371,chr15:61712174-61712635
M02774,chr15:61712174-61712635
M02835,chr15:61712174-61712635
M02878,chr15:61712174-61712635
M02893,chr15:61712174-61712635
M02939,chr15:61712174-61712635
M03155,chr15:61712174-61712635
M03560,chr15:61712174-61712635
M03794,chr15:61712174-61712635
M03829,chr15:61712174-61712635
M03857,chr15:61712174-61712635
M03888,chr15:61712174-61712635
M03905,chr15:61712174-61712635
M03955,chr15:61712174-61712635
M03964,chr15:61712174-61712635
M04003,chr15:61712174-61712635
M04056,chr15:61712174-61712635
M04099,chr15:61712174-61712635
M04100,chr15:61712174-61712635
M04106,chr15:61712174-61712635
M04432,chr15:61712174-61712635
M04630,chr15:61712174-61712635
M04633,chr15:61712174-61712635
M04729,chr15:61712174-61712635
M04924,chr15:61712174-61712635
M05603,chr15:61712174-61712635
M05713,chr15:61712174-61712635
M05714,chr15:61712174-61712635
M05946,chr15:61712174-61712635
M05962,chr15:61712174-61712635
M06019,chr15:61712174-61712635
M06021,chr15:61712174-61712635
M06048,chr15:61712174-61712635
M06084,chr15:61712174-61712635
M06946,chr15:61712174-61712635
M06950,chr15:61712174-61712635
M07046,chr15:61712174-61712635
M07088,chr15:61712174-61712635
M07124,chr15:61712174-61712635
M07128,chr15:61712174-61712635
M07207,chr15:61712174-61712635
M07242,chr15:61712174-61712635
M07260,chr15:61712174-61712635
M07276,chr15:61712174-61712635
M07284,chr15:61712174-61712635
M07292,chr15:61712174-61712635
M07305,chr15:61712174-61712635
M07344,chr15:61712174-61712635
M07345,chr15:61712174-61712635
M07351,chr15:61712174-61712635
M07357,chr15:61712174-61712635
M07382,chr15:61712174-61712635
M07411,chr15:61712174-61712635
M07433,chr15:61712174-61712635
M07604,chr15:61712174-61712635
M07605,chr15:61712174-61712635
M07968,chr15:61712174-61712635
M07969,chr15:61712174-61712635
M08282,chr15:61712174-61712635
M08283,chr15:61712174-61712635
M08284,chr15:61712174-61712635
M08285,chr15:61712174-61712635
M08289,chr15:61712174-61712635
M08445,chr15:61712174-61712635
M08468,chr15:61712174-61712635
M08469,chr15:61712174-61712635
M08470,chr15:61712174-61712635
M08471,chr15:61712174-61712635
M08487,chr15:61712174-61712635
M08510,chr15:61712174-61712635
M08574,chr15:61712174-61712635
M08656,chr15:61712174-61712635
M08741,chr15:61712174-61712635
M08766,chr15:61712174-61712635
M08785,chr15:61712174-61712635
M08792,chr15:61712174-61712635
M08793,chr15:61712174-61712635
M08794,chr15:61712174-61712635
M08865,chr15:61712174-61712635
M08866,chr15:61712174-61712635
M08880,chr15:61712174-61712635
M08881,chr15:61712174-61712635
M08899,chr15:61712174-61712635
M08902,chr15:61712174-61712635
M08948,chr15:61712174-61712635
M08975,chr15:61712174-61712635
M09275,chr15:61712174-61712635
M09598,chr15:61712174-61712635
M09613,chr15:61712174-61712635
M09653,chr15:61712174-61712635
M09679,chr15:61712174-61712635
M09685,chr15:61712174-61712635
M09885,chr15:61712174-61712635
M09907,chr15:61712174-61712635
M09920,chr15:61712174-61712635
M09949,chr15:61712174-61712635
M09975,chr15:61712174-61712635
M10052,chr15:61712174-61712635
M10053,chr15:61712174-61712635
M10091,chr15:61712174-61712635
M10198,chr15:61712174-61712635
M10222,chr15:61712174-61712635
M10234,chr15:61712174-61712635
M10262,chr15:61712174-61712635
M10281,chr15:61712174-61712635
M10348,chr15:61712174-61712635
M10360,chr15:61712174-61712635
M00011,chr15:85910921-85911214
M00078,chr15:85910921-85911214
M00079,chr15:85910921-85911214
M00080,chr15:85910921-85911214
M00082,chr15:85910921-85911214
M00086,chr15:85910921-85911214
M00087,chr15:85910921-85911214
M00088,chr15:85910921-85911214
M00141,chr15:85910921-85911214
M00261,chr15:85910921-85911214
M00616,chr15:85910921-85911214
M00639,chr15:85910921-85911214
M00679,chr15:85910921-85911214
M00731,chr15:85910921-85911214
M00769,chr15:85910921-85911214
M00771,chr15:85910921-85911214
M00805,chr15:85910921-85911214
M00971,chr15:85910921-85911214
M00975,chr15:85910921-85911214
M00978,chr15:85910921-85911214
M00984,chr15:85910921-85911214
M01014,chr15:85910921-85911214
M01022,chr15:85910921-85911214
M01079,chr15:85910921-85911214
M01169,chr15:85910921-85911214
M01262,chr15:85910921-85911214
M01348,chr15:85910921-85911214
M01658,chr15:85910921-85911214
M01809,chr15:85910921-85911214
M01856,chr15:85910921-85911214
M01871,chr15:85910921-85911214
M01892,chr15:85910921-85911214
M02002,chr15:85910921-85911214
M02019,chr15:85910921-85911214
M02073,chr15:85910921-85911214
M02774,chr15:85910921-85911214
M02789,chr15:85910921-85911214
M02878,chr15:85910921-85911214
M02939,chr15:85910921-85911214
M03155,chr15:85910921-85911214
M03560,chr15:85910921-85911214
M03794,chr15:85910921-85911214
M03857,chr15:85910921-85911214
M03888,chr15:85910921-85911214
M03955,chr15:85910921-85911214
M03964,chr15:85910921-85911214
M04003,chr15:85910921-85911214
M04100,chr15:85910921-85911214
M04106,chr15:85910921-85911214
M04108,chr15:85910921-85911214
M04431,chr15:85910921-85911214
M04432,chr15:85910921-85911214
M04630,chr15:85910921-85911214
M04633,chr15:85910921-85911214
M04924,chr15:85910921-85911214
M05489,chr15:85910921-85911214
M05603,chr15:85910921-85911214
M05962,chr15:85910921-85911214
M06019,chr15:85910921-85911214
M06021,chr15:85910921-85911214
M06042,chr15:85910921-85911214
M06043,chr15:85910921-85911214
M06048,chr15:85910921-85911214
M06084,chr15:85910921-85911214
M06950,chr15:85910921-85911214
M07046,chr15:85910921-85911214
M07088,chr15:85910921-85911214
M07089,chr15:85910921-85911214
M07124,chr15:85910921-85911214
M07128,chr15:85910921-85911214
M07207,chr15:85910921-85911214
M07242,chr15:85910921-85911214
M07260,chr15:85910921-85911214
M07276,chr15:85910921-85911214
M07284,chr15:85910921-85911214
M07305,chr15:85910921-85911214
M07351,chr15:85910921-85911214
M07382,chr15:85910921-85911214
M07433,chr15:85910921-85911214
M07604,chr15:85910921-85911214
M07605,chr15:85910921-85911214
M08008,chr15:85910921-85911214
M08281,chr15:85910921-85911214
M08282,chr15:85910921-85911214
M08283,chr15:85910921-85911214
M08289,chr15:85910921-85911214
M08470,chr15:85910921-85911214
M08471,chr15:85910921-85911214
M08472,chr15:85910921-85911214
M08510,chr15:85910921-85911214
M08637,chr15:85910921-85911214
M08656,chr15:85910921-85911214
M08741,chr15:85910921-85911214
M08785,chr15:85910921-85911214
M08792,chr15:85910921-85911214
M08865,chr15:85910921-85911214
M08866,chr15:85910921-85911214
M08880,chr15:85910921-85911214
M08881,chr15:85910921-85911214
M08899,chr15:85910921-85911214
M08902,chr15:85910921-85911214
M08948,chr15:85910921-85911214
M09598,chr15:85910921-85911214
M09613,chr15:85910921-85911214
M09653,chr15:85910921-85911214
M09679,chr15:85910921-85911214
M09885,chr15:85910921-85911214
M09975,chr15:85910921-85911214
M10052,chr15:85910921-85911214
M10053,chr15:85910921-85911214
M10091,chr15:85910921-85911214
M10198,chr15:85910921-85911214
M10222,chr15:85910921-85911214
M10281,chr15:85910921-85911214
M10348,chr15:85910921-85911214
M10360,chr15:85910921-85911214
M00081,chr15:94023569-94023958
M00086,chr15:94023569-94023958
M00088,chr15:94023569-94023958
M00261,chr15:94023569-94023958
M00271,chr15:94023569-94023958
M00448,chr15:94023569-94023958
M00679,chr15:94023569-94023958
M00731,chr15:94023569-94023958
M00751,chr15:94023569-94023958
M00769,chr15:94023569-94023958
M00771,chr15:94023569-94023958
M00805,chr15:94023569-94023958
M00971,chr15:94023569-94023958
M00977,chr15:94023569-94023958
M00978,chr15:94023569-94023958
M00984,chr15:94023569-94023958
M01014,chr15:94023569-94023958
M01022,chr15:94023569-94023958
M01079,chr15:94023569-94023958
M01080,chr15:94023569-94023958
M01169,chr15:94023569-94023958
M01208,chr15:94023569-94023958
M01262,chr15:94023569-94023958
M01348,chr15:94023569-94023958
M01657,chr15:94023569-94023958
M01658,chr15:94023569-94023958
M01704,chr15:94023569-94023958
M01856,chr15:94023569-94023958
M01871,chr15:94023569-94023958
M01892,chr15:94023569-94023958
M02019,chr15:94023569-94023958
M02084,chr15:94023569-94023958
M02267,chr15:94023569-94023958
M02371,chr15:94023569-94023958
M02774,chr15:94023569-94023958
M02835,chr15:94023569-94023958
M02939,chr15:94023569-94023958
M03155,chr15:94023569-94023958
M03560,chr15:94023569-94023958
M03794,chr15:94023569-94023958
M03829,chr15:94023569-94023958
M03857,chr15:94023569-94023958
M03888,chr15:94023569-94023958
M03930,chr15:94023569-94023958
M03964,chr15:94023569-94023958
M03976,chr15:94023569-94023958
M03989,chr15:94023569-94023958
M04003,chr15:94023569-94023958
M04056,chr15:94023569-94023958
M04100,chr15:94023569-94023958
M04106,chr15:94023569-94023958
M04107,chr15:94023569-94023958
M04108,chr15:94023569-94023958
M04431,chr15:94023569-94023958
M04432,chr15:94023569-94023958
M04630,chr15:94023569-94023958
M04633,chr15:94023569-94023958
M04729,chr15:94023569-94023958
M04924,chr15:94023569-94023958
M05489,chr15:94023569-94023958
M05603,chr15:94023569-94023958
M05714,chr15:94023569-94023958
M05962,chr15:94023569-94023958
M06042,chr15:94023569-94023958
M06043,chr15:94023569-94023958
M06048,chr15:94023569-94023958
M06049,chr15:94023569-94023958
M06051,chr15:94023569-94023958
M06084,chr15:94023569-94023958
M06946,chr15:94023569-94023958
M06950,chr15:94023569-94023958
M07046,chr15:94023569-94023958
M07088,chr15:94023569-94023958
M07089,chr15:94023569-94023958
M07124,chr15:94023569-94023958
M07128,chr15:94023569-94023958
M07207,chr15:94023569-94023958
M07242,chr15:94023569-94023958
M07260,chr15:94023569-94023958
M07276,chr15:94023569-94023958
M07284,chr15:94023569-94023958
M07292,chr15:94023569-94023958
M07344,chr15:94023569-94023958
M07345,chr15:94023569-94023958
M07351,chr15:94023569-94023958
M07382,chr15:94023569-94023958
M07411,chr15:94023569-94023958
M07433,chr15:94023569-94023958
M07605,chr15:94023569-94023958
M07968,chr15:94023569-94023958
M08008,chr15:94023569-94023958
M08282,chr15:94023569-94023958
M08283,chr15:94023569-94023958
M08284,chr15:94023569-94023958
M08285,chr15:94023569-94023958
M08289,chr15:94023569-94023958
M08445,chr15:94023569-94023958
M08468,chr15:94023569-94023958
M08470,chr15:94023569-94023958
M08471,chr15:94023569-94023958
M08472,chr15:94023569-94023958
M08481,chr15:94023569-94023958
M08574,chr15:94023569-94023958
M08637,chr15:94023569-94023958
M08656,chr15:94023569-94023958
M08785,chr15:94023569-94023958
M08793,chr15:94023569-94023958
M08835,chr15:94023569-94023958
M08865,chr15:94023569-94023958
M08866,chr15:94023569-94023958
M08880,chr15:94023569-94023958
M08881,chr15:94023569-94023958
M08899,chr15:94023569-94023958
M08902,chr15:94023569-94023958
M08948,chr15:94023569-94023958
M08975,chr15:94023569-94023958
M09598,chr15:94023569-94023958
M09653,chr15:94023569-94023958
M09679,chr15:94023569-94023958
M09885,chr15:94023569-94023958
M09907,chr15:94023569-94023958
M09920,chr15:94023569-94023958
M09949,chr15:94023569-94023958
M09975,chr15:94023569-94023958
M10052,chr15:94023569-94023958
M10053,chr15:94023569-94023958
M10091,chr15:94023569-94023958
M10198,chr15:94023569-94023958
M10222,chr15:94023569-94023958
M10262,chr15:94023569-94023958
M10281,chr15:94023569-94023958
M10348,chr15:94023569-94023958
M10360,chr15:94023569-94023958
M00011,chr15:98148322-98148762
M00078,chr15:98148322-98148762
M00079,chr15:98148322-98148762
M00080,chr15:98148322-98148762
M00082,chr15:98148322-98148762
M00086,chr15:98148322-98148762
M00087,chr15:98148322-98148762
M00088,chr15:98148322-98148762
M00141,chr15:98148322-98148762
M00261,chr15:98148322-98148762
M00271,chr15:98148322-98148762
M00448,chr15:98148322-98148762
M00639,chr15:98148322-98148762
M00679,chr15:98148322-98148762
M00731,chr15:98148322-98148762
M00751,chr15:98148322-98148762
M00769,chr15:98148322-98148762
M00771,chr15:98148322-98148762
M00971,chr15:98148322-98148762
M00975,chr15:98148322-98148762
M00977,chr15:98148322-98148762
M00978,chr15:98148322-98148762
M00984,chr15:98148322-98148762
M01022,chr15:98148322-98148762
M01037,chr15:98148322-98148762
M01079,chr15:98148322-98148762
M01080,chr15:98148322-98148762
M01169,chr15:98148322-98148762
M01208,chr15:98148322-98148762
M01231,chr15:98148322-98148762
M01262,chr15:98148322-98148762
M01596,chr15:98148322-98148762
M01657,chr15:98148322-98148762
M01658,chr15:98148322-98148762
M01704,chr15:98148322-98148762
M01752,chr15:98148322-98148762
M01809,chr15:98148322-98148762
M01856,chr15:98148322-98148762
M01871,chr15:98148322-98148762
M01985,chr15:98148322-98148762
M02002,chr15:98148322-98148762
M02019,chr15:98148322-98148762
M02038,chr15:98148322-98148762
M02062,chr15:98148322-98148762
M02084,chr15:98148322-98148762
M02267,chr15:98148322-98148762
M02371,chr15:98148322-98148762
M02774,chr15:98148322-98148762
M02789,chr15:98148322-98148762
M02878,chr15:98148322-98148762
M02939,chr15:98148322-98148762
M03155,chr15:98148322-98148762
M03794,chr15:98148322-98148762
M03829,chr15:98148322-98148762
M03857,chr15:98148322-98148762
M03888,chr15:98148322-98148762
M03905,chr15:98148322-98148762
M03930,chr15:98148322-98148762
M03955,chr15:98148322-98148762
M03964,chr15:98148322-98148762
M03975,chr15:98148322-98148762
M03988,chr15:98148322-98148762
M04099,chr15:98148322-98148762
M04100,chr15:98148322-98148762
M04106,chr15:98148322-98148762
M04107,chr15:98148322-98148762
M04108,chr15:98148322-98148762
M04633,chr15:98148322-98148762
M04729,chr15:98148322-98148762
M04924,chr15:98148322-98148762
M05489,chr15:98148322-98148762
M05603,chr15:98148322-98148762
M05714,chr15:98148322-98148762
M05962,chr15:98148322-98148762
M06019,chr15:98148322-98148762
M06021,chr15:98148322-98148762
M06043,chr15:98148322-98148762
M06044,chr15:98148322-98148762
M06048,chr15:98148322-98148762
M06049,chr15:98148322-98148762
M06051,chr15:98148322-98148762
M07046,chr15:98148322-98148762
M07088,chr15:98148322-98148762
M07089,chr15:98148322-98148762
M07124,chr15:98148322-98148762
M07128,chr15:98148322-98148762
M07207,chr15:98148322-98148762
M07242,chr15:98148322-98148762
M07260,chr15:98148322-98148762
M07276,chr15:98148322-98148762
M07284,chr15:98148322-98148762
M07292,chr15:98148322-98148762
M07305,chr15:98148322-98148762
M07344,chr15:98148322-98148762
M07345,chr15:98148322-98148762
M07351,chr15:98148322-98148762
M07357,chr15:98148322-98148762
M07382,chr15:98148322-98148762
M07411,chr15:98148322-98148762
M07604,chr15:98148322-98148762
M07605,chr15:98148322-98148762
M07968,chr15:98148322-98148762
M07969,chr15:98148322-98148762
M08008,chr15:98148322-98148762
M08281,chr15:98148322-98148762
M08283,chr15:98148322-98148762
M08284,chr15:98148322-98148762
M08445,chr15:98148322-98148762
M08468,chr15:98148322-98148762
M08469,chr15:98148322-98148762
M08470,chr15:98148322-98148762
M08471,chr15:98148322-98148762
M08472,chr15:98148322-98148762
M08481,chr15:98148322-98148762
M08487,chr15:98148322-98148762
M08637,chr15:98148322-98148762
M08656,chr15:98148322-98148762
M08741,chr15:98148322-98148762
M08766,chr15:98148322-98148762
M08792,chr15:98148322-98148762
M08793,chr15:98148322-98148762
M08835,chr15:98148322-98148762
M08865,chr15:98148322-98148762
M08866,chr15:98148322-98148762
M08880,chr15:98148322-98148762
M08881,chr15:98148322-98148762
M08902,chr15:98148322-98148762
M08913,chr15:98148322-98148762
M08948,chr15:98148322-98148762
M09275,chr15:98148322-98148762
M09598,chr15:98148322-98148762
M09608,chr15:98148322-98148762
M09613,chr15:98148322-98148762
M09653,chr15:98148322-98148762
M09679,chr15:98148322-98148762
M09685,chr15:98148322-98148762
M09885,chr15:98148322-98148762
M09907,chr15:98148322-98148762
M09920,chr15:98148322-98148762
M09949,chr15:98148322-98148762
M09975,chr15:98148322-98148762
M10052,chr15:98148322-98148762
M10053,chr15:98148322-98148762
M10091,chr15:98148322-98148762
M10198,chr15:98148322-98148762
M10222,chr15:98148322-98148762
M10234,chr15:98148322-98148762
M10262,chr15:98148322-98148762
M10281,chr15:98148322-98148762
M10348,chr15:98148322-98148762
M10360,chr15:98148322-98148762
M00011,chr16:24825710-24829988
M00078,chr16:24825710-24829988
M00079,chr16:24825710-24829988
M00080,chr16:24825710-24829988
M00081,chr16:24825710-24829988
M00082,chr16:24825710-24829988
M00086,chr16:24825710-24829988
M00087,chr16:24825710-24829988
M00088,chr16:24825710-24829988
M00141,chr16:24825710-24829988
M00261,chr16:24825710-24829988
M00271,chr16:24825710-24829988
M00448,chr16:24825710-24829988
M00616,chr16:24825710-24829988
M00639,chr16:24825710-24829988
M00679,chr16:24825710-24829988
M00731,chr16:24825710-24829988
M00751,chr16:24825710-24829988
M00769,chr16:24825710-24829988
M00771,chr16:24825710-24829988
M00805,chr16:24825710-24829988
M00971,chr16:24825710-24829988
M00975,chr16:24825710-24829988
M00977,chr16:24825710-24829988
M00978,chr16:24825710-24829988
M00984,chr16:24825710-24829988
M01014,chr16:24825710-24829988
M01022,chr16:24825710-24829988
M01037,chr16:24825710-24829988
M01079,chr16:24825710-24829988
M01080,chr16:24825710-24829988
M01169,chr16:24825710-24829988
M01208,chr16:24825710-24829988
M01231,chr16:24825710-24829988
M01262,chr16:24825710-24829988
M01348,chr16:24825710-24829988
M01596,chr16:24825710-24829988
M01657,chr16:24825710-24829988
M01658,chr16:24825710-24829988
M01704,chr16:24825710-24829988
M01752,chr16:24825710-24829988
M01809,chr16:24825710-24829988
M01856,chr16:24825710-24829988
M01871,chr16:24825710-24829988
M01892,chr16:24825710-24829988
M01985,chr16:24825710-24829988
M02002,chr16:24825710-24829988
M02019,chr16:24825710-24829988
M02038,chr16:24825710-24829988
M02062,chr16:24825710-24829988
M02073,chr16:24825710-24829988
M02084,chr16:24825710-24829988
M02267,chr16:24825710-24829988
M02371,chr16:24825710-24829988
M02774,chr16:24825710-24829988
M02789,chr16:24825710-24829988
M02835,chr16:24825710-24829988
M02878,chr16:24825710-24829988
M02893,chr16:24825710-24829988
M02939,chr16:24825710-24829988
M03155,chr16:24825710-24829988
M03560,chr16:24825710-24829988
M03794,chr16:24825710-24829988
M03829,chr16:24825710-24829988
M03857,chr16:24825710-24829988
M03888,chr16:24825710-24829988
M03905,chr16:24825710-24829988
M03930,chr16:24825710-24829988
M03955,chr16:24825710-24829988
M03964,chr16:24825710-24829988
M03975,chr16:24825710-24829988
M03976,chr16:24825710-24829988
M03988,chr16:24825710-24829988
M03989,chr16:24825710-24829988
M04003,chr16:24825710-24829988
M04056,chr16:24825710-24829988
M04099,chr16:24825710-24829988
M04100,chr16:24825710-24829988
M04106,chr16:24825710-24829988
M04107,chr16:24825710-24829988
M04108,chr16:24825710-24829988
M04431,chr16:24825710-24829988
M04432,chr16:24825710-24829988
M04630,chr16:24825710-24829988
M04633,chr16:24825710-24829988
M04729,chr16:24825710-24829988
M04924,chr16:24825710-24829988
M05489,chr16:24825710-24829988
M05603,chr16:24825710-24829988
M05713,chr16:24825710-24829988
M05714,chr16:24825710-24829988
M05946,chr16:24825710-24829988
M05962,chr16:24825710-24829988
M06019,chr16:24825710-24829988
M06021,chr16:24825710-24829988
M06042,chr16:24825710-24829988
M06043,chr16:24825710-24829988
M06044,chr16:24825710-24829988
M06048,chr16:24825710-24829988
M06049,chr16:24825710-24829988
M06051,chr16:24825710-24829988
M06084,chr16:24825710-24829988
M06946,chr16:24825710-24829988
M06950,chr16:24825710-24829988
M07046,chr16:24825710-24829988
M07088,chr16:24825710-24829988
M07089,chr16:24825710-24829988
M07124,chr16:24825710-24829988
M07128,chr16:24825710-24829988
M07207,chr16:24825710-24829988
M07242,chr16:24825710-24829988
M07260,chr16:24825710-24829988
M07276,chr16:24825710-24829988
M07284,chr16:24825710-24829988
M07292,chr16:24825710-24829988
M07305,chr16:24825710-24829988
M07344,chr16:24825710-24829988
M07345,chr16:24825710-24829988
M07351,chr16:24825710-24829988
M07357,chr16:24825710-24829988
M07382,chr16:24825710-24829988
M07411,chr16:24825710-24829988
M07433,chr16:24825710-24829988
M07604,chr16:24825710-24829988
M07605,chr16:24825710-24829988
M07968,chr16:24825710-24829988
M07969,chr16:24825710-24829988
M08008,chr16:24825710-24829988
M08281,chr16:24825710-24829988
M08282,chr16:24825710-24829988
M08283,chr16:24825710-24829988
M08284,chr16:24825710-24829988
M08285,chr16:24825710-24829988
M08289,chr16:24825710-24829988
M08445,chr16:24825710-24829988
M08468,chr16:24825710-24829988
M08469,chr16:24825710-24829988
M08470,chr16:24825710-24829988
M08471,chr16:24825710-24829988
M08472,chr16:24825710-24829988
M08481,chr16:24825710-24829988
M08487,chr16:24825710-24829988
M08510,chr16:24825710-24829988
M08574,chr16:24825710-24829988
M08637,chr16:24825710-24829988
M08656,chr16:24825710-24829988
M08741,chr16:24825710-24829988
M08766,chr16:24825710-24829988
M08785,chr16:24825710-24829988
M08792,chr16:24825710-24829988
M08793,chr16:24825710-24829988
M08794,chr16:24825710-24829988
M08835,chr16:24825710-24829988
M08865,chr16:24825710-24829988
M08866,chr16:24825710-24829988
M08880,chr16:24825710-24829988
M08881,chr16:24825710-24829988
M08899,chr16:24825710-24829988
M08902,chr16:24825710-24829988
M08913,chr16:24825710-24829988
M08948,chr16:24825710-24829988
M08975,chr16:24825710-24829988
M09275,chr16:24825710-24829988
M09598,chr16:24825710-24829988
M09608,chr16:24825710-24829988
M09613,chr16:24825710-24829988
M09653,chr16:24825710-24829988
M09679,chr16:24825710-24829988
M09685,chr16:24825710-24829988
M09885,chr16:24825710-24829988
M09907,chr16:24825710-24829988
M09920,chr16:24825710-24829988
M09949,chr16:24825710-24829988
M09975,chr16:24825710-24829988
M10052,chr16:24825710-24829988
M10053,chr16:24825710-24829988
M10091,chr16:24825710-24829988
M10198,chr16:24825710-24829988
M10222,chr16:24825710-24829988
M10234,chr16:24825710-24829988
M10262,chr16:24825710-24829988
M10281,chr16:24825710-24829988
M10348,chr16:24825710-24829988
M10360,chr16:24825710-24829988
M00011,chr16:24850224-24854968
M00078,chr16:24850224-24854968
M00079,chr16:24850224-24854968
M00080,chr16:24850224-24854968
M00081,chr16:24850224-24854968
M00082,chr16:24850224-24854968
M00086,chr16:24850224-24854968
M00087,chr16:24850224-24854968
M00088,chr16:24850224-24854968
M00141,chr16:24850224-24854968
M00261,chr16:24850224-24854968
M00271,chr16:24850224-24854968
M00448,chr16:24850224-24854968
M00616,chr16:24850224-24854968
M00639,chr16:24850224-24854968
M00679,chr16:24850224-24854968
M00731,chr16:24850224-24854968
M00751,chr16:24850224-24854968
M00769,chr16:24850224-24854968
M00771,chr16:24850224-24854968
M00805,chr16:24850224-24854968
M00971,chr16:24850224-24854968
M00975,chr16:24850224-24854968
M00977,chr16:24850224-24854968
M00978,chr16:24850224-24854968
M00984,chr16:24850224-24854968
M01014,chr16:24850224-24854968
M01022,chr16:24850224-24854968
M01037,chr16:24850224-24854968
M01079,chr16:24850224-24854968
M01080,chr16:24850224-24854968
M01169,chr16:24850224-24854968
